
Model:  michaelScott.keras 


 Retesting 

Iterations:  5000  Gamma:  0.98  Epsilon:  1.0 
Epsilon Decay:  0.99  Learning Rate:  0.001  Batch Size:  16 

Living Factor:  1  Death Penalty:  -32  Jump Penalty:  0.5 

Input Shape:  (80, 150, 1) 


---------- Beginning Training ----------

Run # 79  Reward:  9.0  Progress: % 1.8868  Frame count:  7740 

Run # 80  Reward:  6.5  Progress: % 1.8868  Frame count:  7787 

Run # 81  Reward:  9.0  Progress: % 1.8868  Frame count:  7833 

Run # 82  Reward:  3.5  Progress: % 1.8868  Frame count:  7880 

Run # 83  Reward:  8.5  Progress: % 1.8868  Frame count:  7928 

Run # 84  Reward:  2.5  Progress: % 1.8868  Frame count:  7973 

Run # 85  Reward:  67.5  Progress: % 5.6604  Frame count:  8095 

Run # 86  Reward:  5.5  Progress: % 1.8868  Frame count:  8143 

Run # 87  Reward:  78.5  Progress: % 5.6604  Frame count:  8275 

Run # 88  Reward:  9.5  Progress: % 1.8868  Frame count:  8322 

Run # 89  Reward:  75.5  Progress: % 5.6604  Frame count:  8448 

Run # 90  Reward:  7.5  Progress: % 1.8868  Frame count:  8495 

Run # 91  Reward:  9.5  Progress: % 1.8868  Frame count:  8542 

Run # 92  Reward:  31.5  Progress: % 2.8302  Frame count:  8620 

Run # 93  Reward:  10.0  Progress: % 1.8868  Frame count:  8667 

Run # 94  Reward:  149.0  Progress: % 10.3774  Frame count:  8882 

Run # 95  Reward:  8.0  Progress: % 1.8868  Frame count:  8927 

Run # 96  Reward:  33.0  Progress: % 2.8302  Frame count:  9004 

Run # 97  Reward:  8.0  Progress: % 1.8868  Frame count:  9051 

Run # 98  Reward:  114.5  Progress: % 8.4906  Frame count:  9223 

Run # 99  Reward:  36.5  Progress: % 3.7736  Frame count:  9302 

Run # 100  Reward:  32.5  Progress: % 2.8302  Frame count:  9377 


Run: 51 - 100  Average Progress: 3.484804081632653  Average Total Reward: 34.183673469387756 
Average Total Jumps: 31.142857142857142  Average Jumps Per Progress %: 9.0  Average Epsilon: 0.7700664359153067 
Average Number of Frames: 81.75510204081633  Average Run Time: 3.695364927758976 Average FPS: 22.12368836070435 

Run # 101  Reward:  72.5  Progress: % 5.6604  Frame count:  9502 

Run # 102  Reward:  6.5  Progress: % 1.8868  Frame count:  9545 

Run # 103  Reward:  76.0  Progress: % 5.6604  Frame count:  9672 

Run # 104  Reward:  33.0  Progress: % 2.8302  Frame count:  9750 

Run # 105  Reward:  64.0  Progress: % 4.717  Frame count:  9862 

Run # 106  Reward:  9.0  Progress: % 1.8868  Frame count:  9909 

Run # 107  Reward:  62.0  Progress: % 4.717  Frame count:  10018 

Run # 108  Reward:  37.5  Progress: % 2.8302  Frame count:  10096 

Run # 109  Reward:  11.5  Progress: % 1.8868  Frame count:  10147 

Run # 110  Reward:  7.0  Progress: % 1.8868  Frame count:  10192 

Run # 111  Reward:  37.0  Progress: % 3.7736  Frame count:  10270 

Run # 112  Reward:  8.0  Progress: % 1.8868  Frame count:  10317 

Run # 113  Reward:  33.5  Progress: % 3.7736  Frame count:  10392 

